Wavelength,NEUT500,DBG6008,BYY8512,ABB6002,DPB4012,BRP6012
740,0.19552489,0.17204107,0.85344914,0.26044266,0.46398629,0.87580731
741,0.19443308,0.17565262,0.85432432,0.26123642,0.4677812,0.8751667
742,0.19407275,0.17832522,0.85597503,0.26096017,0.47309289,0.87533935
743,0.19420785,0.18187065,0.85352248,0.26174212,0.47764127,0.87673347
744,0.19367342,0.1839459,0.85267798,0.2621089,0.48442966,0.87851328
745,0.19451321,0.18774042,0.85413944,0.26403559,0.48790158,0.87730465
746,0.19408582,0.19241198,0.85669429,0.26511416,0.49105665,0.88147333
747,0.19380236,0.19486173,0.85496777,0.26481928,0.49767788,0.87798686
748,0.19263905,0.19739232,0.85690734,0.26585992,0.5040365,0.87238994
749,0.19367107,0.20081523,0.85612261,0.26661502,0.50685,0.87918795
750,0.19295302,0.20436383,0.85296007,0.26757238,0.51371232,0.87864087
751,0.19352819,0.20953236,0.85419224,0.26745615,0.51808901,0.8777209
752,0.19294321,0.21270178,0.85362402,0.26803025,0.52465526,0.87709291
753,0.19298103,0.215846,0.85634271,0.26789031,0.52986915,0.87574565
754,0.19149481,0.22234351,0.85632787,0.26896198,0.53646368,0.8782028
755,0.19212862,0.22531571,0.85340808,0.27151599,0.54234192,0.875895
756,0.19195621,0.2292679,0.85667332,0.26973829,0.54872009,0.87948669
757,0.19244419,0.2305543,0.85575241,0.27078599,0.55298622,0.87722156
758,0.19199715,0.2358001,0.8556878,0.27150768,0.56068463,0.88029237
759,0.19181729,0.23881266,0.85620005,0.2703901,0.56634327,0.87839401
760,0.19245386,0.24025219,0.85933188,0.27148996,0.57090147,0.88182006
761,0.1913973,0.2429817,0.85864175,0.27101089,0.57463634,0.88231082
762,0.19110242,0.24731922,0.85268744,0.2736159,0.58360365,0.88364327
763,0.19063512,0.24932081,0.85668611,0.27302522,0.58787684,0.87856799
764,0.19117258,0.25206017,0.85968087,0.27405789,0.59277962,0.88088471
765,0.19026241,0.25317744,0.85632686,0.27437291,0.59666411,0.88057598
766,0.19081567,0.255741,0.85639462,0.27467228,0.60158264,0.88330771
767,0.19095848,0.25740048,0.85202203,0.27484759,0.60641076,0.88183142
768,0.1905873,0.25841598,0.85726765,0.27262902,0.6101712,0.88016715
769,0.18926804,0.25922307,0.85504089,0.27254282,0.61596931,0.8846948
770,0.18937255,0.26053802,0.85655281,0.27366133,0.61977808,0.87866731
771,0.18910143,0.26142605,0.85475818,0.27361449,0.62589182,0.87850981
772,0.18819572,0.26333642,0.85889151,0.27269947,0.62877796,0.88346163
773,0.18884521,0.26314713,0.85758923,0.27385983,0.63530624,0.87968672
774,0.1885817,0.26392072,0.85222084,0.27479142,0.64125692,0.880346
775,0.18990686,0.26439314,0.85866966,0.27435013,0.64083858,0.88076844
776,0.18922133,0.26440404,0.85853086,0.27275897,0.64826035,0.88322074
777,0.1892143,0.26491285,0.85630019,0.27523634,0.64925662,0.88014804
778,0.18785431,0.26595161,0.85302796,0.27491922,0.66224962,0.88212167
779,0.18770349,0.26882829,0.86091277,0.27295527,0.66239961,0.88636081
780,0.18876047,0.26758227,0.86041332,0.27506048,0.67082054,0.88485941
