Wavelength,X,Y,Z
654,0.1294062339418056,0.04838271933285181,0
655,0.12266062849578585,0.04576637990514918,0
656,0.11615299700802292,0.04325407486235593,0
657,0.10988597553226132,0.04084510312634853,0
658,0.10385535759975976,0.038536907164132266,0
659,0.09805688065552712,0.03632692944271244,0
660,0.0924862260583223,0.03421261242909436,0
661,0.08713935559815368,0.03219138176440836,0
662,0.08201492320502407,0.030261358559283337,0
663,0.07711298496518335,0.028421011659097453,0
664,0.07243354087863149,0.02666881551785388,0
665,0.06797653485911863,0.025003250198180765,0
666,0.06373624610915662,0.023420900047460183,0
667,0.059712225938746415,0.02192128833256813,0
668,0.05591262928862108,0.020507286669498647,0
669,0.05234563914263866,0.019181766674245787,0
670,0.049019382398407335,0.0179475999628036,0
671,0.045935177082799344,0.016804904316296835,0
672,0.043076640402223663,0.015747134469364064,0
673,0.04042535363221845,0.01476715064239508,0
674,0.0379628980483219,0.01385781866440467,0
675,0.03567085492607216,0.013012009973032609,0
676,0.033543419338606266,0.012227234338784056,0
677,0.031566552897578315,0.011498309392169755,0
678,0.02970946986042712,0.010814034709087912,0
679,0.02794139009321647,0.010163215474061736,0
680,0.026231539070635135,0.009534662480239414,0
681,0.024556831692230965,0.008919839400388633,0
682,0.02292545655048699,0.008321617850503447,0
683,0.021353516007744835,0.0077458924954466385,0
684,0.019857118034971123,0.007198546782831012,0
685,0.018452376211757448,0.00668548098614434,0
686,0.01714230797834757,0.006207800004509334,0
687,0.015917591800010792,0.00576195918693334,0
688,0.014775832793877086,0.005346876629656098,0
689,0.013714630468451427,0.004961477720129837,0
690,0.012731578723613805,0.004604681115456799,0
691,0.011825387575616884,0.004275892862250712,0
692,0.010992837673717344,0.003973948609963991,0
693,0.010228628867301167,0.0036969117003881505,0
694,0.009527466614379325,0.0034428460361772017,0
695,0.008884061981587782,0.003209816080847656,0
696,0.008295515309807546,0.0029967214221767948,0
697,0.007757468697422646,0.002801954628242949,0
698,0.007262429021448616,0.0026228196330142063,0
699,0.006802813420901169,0.0024566198095961555,0
700,0.006370926862296254,0.0023006579702318864,0
701,0.005961603802019576,0.00215284434125073,0
702,0.005574326003122209,0.0020129910337155763,0
703,0.005209527573178253,0.0018812556499885975,0
704,0.004867643741486808,0.0017577952315694695,0
705,0.004549108615621972,0.001642766259095367,0
706,0.004252677080836327,0.0015357194817047215,0
707,0.00397581179518513,0.0014357384500744321,0
708,0.003717011329758994,0.001342280810168123,0
709,0.0034747720121985353,0.0012548036470869195,0
710,0.003247587926694374,0.0011727634850694476,0
711,0.003034168528636686,0.001095693686516675,0
712,0.002833804326964441,0.001023338498129131,0
713,0.002645875568616423,0.0009554741357697797,0
714,0.0024697619396689186,0.0008918762544390866,0
715,0.0023048403218857184,0.000832319948275017,0
716,0.002150298025506007,0.0007765118861906791,0
717,0.002005502958493595,0.0007242237971490462,0
718,0.0018701073860992025,0.0006753300479503784,0
719,0.0017437635735735502,0.0006297050053949364,0
720,0.0016261237861673586,0.0005872230362829802,0
721,0.0015167673770064996,0.0005477324833948244,0
722,0.0014150673018172729,0.0005110067582809385,0
723,0.0013203645471635444,0.00047680783089681575,0
724,0.001231999538746681,0.0004448976711979496,0
725,0.0011493138239930473,0.00041503824913983323,0
726,0.001071785800778724,0.0003870415075266065,0
727,0.0009991417682042787,0.0003608084541272245,0
728,0.0009310934429453088,0.00033623482460315337,0
729,0.0008673508590899153,0.00031321629852960924,0
730,0.0008076257333136956,0.00029164849939555847,0
731,0.0007515793046673519,0.00027140899091750484,0
732,0.0006989889107388454,0.00025241773801686426,0
733,0.0006497429398909076,0.00023463413424872076,0
734,0.0006037292196237712,0.0002180175731681586,0
735,0.0005608340631089215,0.00020252744833026187,0
736,0.0005208930815479491,0.0001881040278789044,0
737,0.0004837064396325184,0.00017467524098298555,0
738,0.00044911081420296787,0.00016218214099387752,0
739,0.00041694293818588576,0.00015056572517670253,0
740,0.00038703920799036125,0.00013976693471033302,0
741,0.0003592411799604727,0.00012972856161988757,0
742,0.0003334339333702082,0.00012040910208045214,0
743,0.0003095201585760195,0.00011177339001334965,0
744,0.00028740220941685893,0.0001037862032536531,0
745,0.0002669824958179288,0.00009641226355018558,0
746,0.00024815563171569745,0.00008961354442552593,0
747,0.00023080148036291393,0.00008334663512226409,0
748,0.00021479990501232718,0.00007756818096923995,0
749,0.00020003110543418553,0.00007223488338154321,0
750,0.00018637522531248735,0.0000673034998605135,0
751,0.0001737319824324405,0.00006273779868872591,0
752,0.00016202594078795125,0.00005851052194873694,0
753,0.00015117454141919074,0.000054591887841858314,0
754,0.00014109516928008026,0.00005095204165727689,0
755,0.00013170515323829106,0.00004756113990142954,0
756,0.00012292479473273836,0.00004439039911087589,0
757,0.00011471085126476176,0.00004142418243914838,0
758,0.00010703527970941937,0.0000386523999698929,0
759,0.000099870205200519,0.00003606495617813038,0
760,0.00009318758461311874,0.00003365174993025675,0
761,0.0000869469236748025,0.00003139813149780237,0
762,0.00008111300022064331,0.000029291380519293614,0
763,0.00007566584754568254,0.00002732432356337034,0
764,0.0000705856672037112,0.000025489781590047426,0
765,0.00006585254857602059,0.00002378056995071477,0
766,0.00006144332804140871,0.00002218830375101474,0
767,0.000057333888512425515,0.000020704306448090327,0
768,0.00005350316960223968,0.000019320972746457285,0
769,0.00004993016701026973,0.00001803069735063138,0
770,0.000046593803523809345,0.000016825874965128374,0
771,0.000043473961005025214,0.00001569924242058832,0
772,0.000040557672312944227,0.000014646116515145924,0
773,0.00003783453905683792,0.00001366274507868396,0
774,0.00003529420210635276,0.000012745381549710196,0
775,0.00003292628550526027,0.000011890284975357385,0
776,0.000030718596102835705,0.000011093046976384661,0
777,0.00002865961378335295,0.000010349511561675638,0
778,0.000026739983360331385,0.000009656296730362324,0
779,0.000024950344038665412,0.000009010026090201722,0
780,0.000023281368674999366,0.00000840732885757581,0
781,0.000021724021774476964,0.00000784494081274136,0
782,0.000020270709258863955,0.000007320124946704041,0
783,0.0000189142576968002,0.000006830284466094236,0
784,0.000017647465613800627,0.000006372822577542325,0
785,0.000016463142752630136,0.0000059451424876786925,0
786,0.000015354020335303793,0.00000554461767742128,0
787,0.000014315639504955838,0.000005169640153985921,0
788,0.00001334502769034243,0.000004819133622237346,0
789,0.000012439201102969757,0.000004492022347902783,0
790,0.000011595175954343999,0.000004187231157571964,0
791,0.000010809087901848165,0.000003903360138447786,0
792,0.000010076679999116082,0.0000036388730881459355,0
793,0.000009394396377905113,0.0000033924884358565678,0
794,0.000008758697995847598,0.0000031629257324948362,0
795,0.000008166028984700905,0.0000029489028463883987,0
796,0.000007613074647096903,0.0000027492195317897427,0
797,0.000007097355970790729,0.0000025629845781882146,0
798,0.000006616623897162047,0.0000023893830523730035,0
799,0.000006168612541715551,0.0000022275994602708,0
800,0.0000057510728458309016,0.0000020768177469457953,0
801,0.0000053616469435629866,0.000001936188766574749,0
802,0.000004998431267590752,0.0000018050249017340859,0
803,0.000004659846429117469,0.0000016827557552624886,0
804,0.000004344311356758915,0.0000015688103691361404,0
805,0.000004050243857405869,0.0000014626172244687258,0
806,0.0000037759927518617552,0.00000136358012442398,0
807,0.0000035202102875418643,0.0000012712122403529126,0
808,0.0000032817769828985175,0.00000118510975125636,0
809,0.0000030595711129340386,0.0000011048671535476629,0
810,0.00000285247263523825,0.000001030080065365159,0
811,0.0000026593104689135788,9.603255963847252e-7,0
812,0.000002479144608411973,8.952644247945645e-7,0
813,0.0000023111926505475532,8.346138758952627e-7,0
814,0.000002154674435584437,7.780923967124035e-7,0
815,0.0000020088142906867325,7.25419555996568e-7,0
816,0.0000018727911131561405,6.762992183483699e-7,0
817,0.000001745936354894047,6.304896520308103e-7,0
818,0.0000016276908359891109,5.877889465443074e-7,0
819,0.000001517494815667492,5.479950792167802e-7,0
820,0.0000014147896748803485,5.109064760661463e-7,0
821,0.000001318994920941383,4.763132062590909e-7,0
822,0.0000012296433553890641,4.4404673061471315e-7,0
823,0.000001146347983099194,4.139672261120529e-7,0
824,0.000001068721808947574,3.8593498190264974e-7,0
825,9.96377276947508e-7,3.598101188792935e-7,0
826,9.289088835123363e-7,3.354459714985382e-7,0
827,8.65984037180248e-7,3.127226834443823e-7,0
828,8.073279153268129e-7,2.9154081379578164e-7,0
829,7.526645736026027e-7,2.7180086554544274e-7,0
830,7.017180676581894e-7,2.534032855998217e-7  
